期號,開獎日期,球1,球2,球3,球4,球5
96001,39083,9,11,27,28,38
96002,39084,2,12,33,36,37
96003,39085,22,23,27,29,30
96004,39086,3,9,23,32,39
96005,39087,9,12,13,15,26
96006,39090,8,11,13,24,39
96007,39091,5,8,14,17,28
96008,39092,5,30,34,35,38
96009,39093,7,15,18,20,37
96010,39094,6,21,23,26,33
96011,39097,1,13,15,20,25
96012,39098,6,13,27,31,32
96013,39099,11,25,26,27,30
96014,39100,10,15,20,22,28
96015,39101,10,11,17,21,38
96016,39104,10,13,15,28,39
96017,39105,7,17,24,30,39
96018,39106,3,4,15,23,34
96019,39107,8,10,14,21,24
96020,39108,6,8,10,36,37
96021,39111,3,8,11,17,38
96022,39112,5,10,12,15,27
96023,39113,3,4,15,29,34
96024,39114,13,18,25,26,36
96025,39115,6,11,12,15,35
96026,39118,3,16,19,20,31
96027,39119,2,13,14,29,39
96028,39120,7,11,23,32,35
96029,39121,5,10,31,37,39
96030,39122,7,16,20,25,27
96031,39125,13,15,16,23,34
96032,39126,2,22,28,29,34
96033,39127,1,15,20,23,28
96034,39128,6,24,27,28,33
96035,39129,24,28,29,32,37
96036,39132,9,12,24,34,37
96037,39133,4,6,17,31,36
96038,39134,8,18,20,32,34
96039,39135,9,17,20,21,37
96040,39136,9,12,16,19,25
96041,39139,6,20,23,25,28
96042,39140,9,12,19,23,34
96043,39141,9,11,21,22,38
96044,39142,2,3,12,18,31
96045,39143,7,22,23,33,37
96046,39146,5,11,19,21,25
96047,39147,12,16,17,19,34
96048,39148,2,12,19,30,34
96049,39149,7,11,20,31,34
96050,39150,2,17,30,31,38
96051,39153,8,15,25,27,38
96052,39154,6,9,16,18,22
96053,39155,6,9,16,37,39
96054,39156,1,7,21,27,33
96055,39157,1,2,18,26,38
96056,39160,5,20,24,28,39
96057,39161,2,10,14,18,22
96058,39162,6,14,34,37,38
96059,39163,7,25,26,34,36
96060,39164,12,19,20,29,32
96061,39167,26,27,32,33,36
96062,39168,11,20,36,37,38
96063,39169,9,25,28,34,37
96064,39170,8,22,23,27,29
96065,39171,6,19,22,33,37
96066,39174,1,7,21,33,35
96067,39175,10,11,13,29,31
96068,39176,1,19,30,34,35
96069,39177,7,21,22,23,36
96070,39178,4,7,12,33,34
96071,39181,11,30,32,34,39
96072,39182,6,8,9,30,39
96073,39183,25,26,31,37,39
96074,39184,1,9,11,17,25
96075,39185,22,24,27,32,37
96076,39188,14,18,26,28,36
96077,39189,2,11,24,31,32
96078,39190,3,12,22,38,39
96079,39191,1,14,20,22,36
96080,39192,3,6,22,37,39
96081,39195,2,7,10,13,30
96082,39196,1,4,6,9,16
96083,39197,13,15,19,29,37
96084,39198,5,7,15,32,39
96085,39199,8,10,21,23,39
96086,39202,4,7,12,17,29
96087,39203,1,10,22,34,39
96088,39204,4,23,34,37,39
96089,39205,1,5,18,25,37
96090,39206,7,8,9,12,14
96091,39209,4,9,18,27,28
96092,39210,2,10,18,23,33
96093,39211,3,15,30,35,36
96094,39212,14,19,22,25,35
96095,39213,15,18,19,21,24
96096,39216,2,9,10,14,39
96097,39217,5,8,11,23,38
96098,39218,1,11,18,21,24
96099,39219,4,5,6,13,33
96100,39220,6,11,15,37,39
96101,39223,8,15,20,23,25
96102,39224,1,13,18,31,32
96103,39225,4,8,21,29,32
96104,39226,7,8,13,30,35
96105,39227,4,13,19,23,35
96106,39230,4,5,10,17,37
96107,39231,10,14,15,29,35
96108,39232,5,20,33,38,39
96109,39233,21,28,33,35,38
96110,39234,1,3,7,13,28
96111,39237,4,7,13,32,36
96112,39238,6,8,18,25,35
96113,39239,7,20,21,28,33
96114,39240,1,7,18,19,21
96115,39241,1,7,10,16,37
96116,39244,7,14,27,29,30
96117,39245,5,15,23,27,34
96118,39246,1,2,3,20,25
96119,39247,6,10,12,26,39
96120,39248,2,12,23,25,27
96121,39251,2,3,5,12,16
96122,39252,1,6,8,10,28
96123,39253,7,11,12,23,38
96124,39254,18,19,28,35,39
96125,39255,9,11,20,22,25
96126,39258,20,22,23,24,34
96127,39259,1,4,15,25,33
96128,39260,3,6,14,20,21
96129,39261,1,19,22,35,36
96130,39262,25,31,33,34,37
96131,39265,3,13,21,28,32
96132,39266,15,17,23,25,38
96133,39267,10,17,18,19,29
96134,39268,1,2,11,23,37
96135,39269,6,31,34,35,39
96136,39272,8,12,24,34,35
96137,39273,1,8,12,19,29
96138,39274,5,14,19,20,29
96139,39275,8,13,21,27,32
96140,39276,1,3,20,26,31
96141,39279,15,16,22,35,39
96142,39280,5,17,23,27,30
96143,39281,3,21,24,33,34
96144,39282,1,6,19,24,37
96145,39283,17,25,34,35,38
96146,39286,3,11,15,20,36
96147,39287,5,12,19,28,34
96148,39288,1,9,10,19,21
96149,39289,7,20,24,33,34
96150,39290,8,11,12,18,21
96151,39293,4,8,12,15,20
96152,39294,7,14,17,37,39
96153,39295,4,9,28,32,36
96154,39296,9,15,21,35,39
96155,39297,4,8,12,13,32
96156,39300,2,8,13,33,36
96157,39301,9,10,23,31,36
96158,39302,7,11,12,27,29
96159,39303,2,9,22,24,38
96160,39304,13,16,17,26,33
96161,39307,1,15,24,29,31
96162,39308,4,15,25,26,36
96163,39309,5,12,28,30,32
96164,39310,7,14,29,30,35
96165,39311,5,16,23,30,35
96166,39314,4,17,23,26,28
96167,39315,1,7,19,26,29
96168,39316,3,17,22,31,34
96169,39317,4,7,16,20,28
96170,39318,2,7,12,16,39
96171,39321,10,12,19,23,36
96172,39322,4,7,14,29,36
96173,39323,15,18,25,32,34
96174,39324,7,14,25,28,37
96175,39325,14,20,22,27,29
96176,39328,12,18,24,27,33
96177,39329,5,7,18,24,35
96178,39330,1,28,31,34,38
96179,39331,8,19,28,31,33
96180,39332,2,19,23,30,37
96181,39335,13,19,28,32,37
96182,39336,4,21,27,35,38
96183,39337,7,10,17,23,35
96184,39338,1,3,10,15,26
96185,39339,11,23,24,36,39
96186,39342,16,24,25,26,30
96187,39343,1,11,13,24,27
96188,39344,4,6,17,24,37
96189,39345,7,13,20,25,26
96190,39346,12,17,24,34,38
96191,39349,2,3,31,36,37
96192,39350,1,17,19,27,36
96193,39351,8,31,32,33,37
96194,39352,6,11,12,16,33
96195,39353,4,9,17,26,37
96196,39356,2,28,31,33,35
96197,39357,1,8,22,23,26
96198,39358,1,5,8,12,24
96199,39359,2,6,24,35,36
96200,39360,8,11,25,34,39
96201,39363,14,16,19,21,34
96202,39364,5,7,12,22,26
96203,39365,1,8,22,24,27
96204,39366,4,18,23,26,36
96205,39367,1,12,13,17,23
96206,39370,9,10,17,18,31
96207,39371,11,15,20,22,34
96208,39372,3,7,18,19,23
96209,39373,11,13,21,22,31
96210,39374,7,22,27,29,32
96211,39377,1,13,18,23,33
96212,39378,3,4,9,22,39
96213,39379,1,3,17,29,31
96214,39380,9,11,16,20,31
96215,39381,17,19,23,29,37
96216,39384,3,4,17,32,39
96217,39385,3,4,6,22,27
96218,39386,15,23,28,35,36
96219,39387,9,12,14,22,30
96220,39388,1,4,5,30,31
96221,39391,12,26,28,31,38
96222,39392,9,26,32,33,37
96223,39393,6,12,20,21,30
96224,39394,23,24,25,29,36
96225,39395,2,12,18,28,36
96226,39398,30,33,34,36,37
96227,39399,5,6,16,18,29
96228,39400,2,9,24,31,39
96229,39401,6,21,29,35,37
96230,39402,1,5,10,19,32
96231,39405,10,17,19,20,25
96232,39406,7,25,32,34,36
96233,39407,6,10,17,20,38
96234,39408,4,12,15,30,38
96235,39409,7,13,16,24,31
96236,39412,5,12,19,29,30
96237,39413,5,11,12,19,34
96238,39414,1,6,11,14,28
96239,39415,12,15,24,29,38
96240,39416,3,9,27,32,35
96241,39419,3,11,24,28,31
96242,39420,11,15,32,36,39
96243,39421,3,8,9,11,36
96244,39422,11,14,29,32,39
96245,39423,15,16,22,24,28
96246,39426,2,7,18,19,38
96247,39427,15,20,21,24,35
96248,39428,10,19,27,36,38
96249,39429,7,13,22,26,32
96250,39430,2,14,15,28,37
96251,39433,2,8,13,24,26
96252,39434,7,21,24,30,36
96253,39435,6,7,13,27,39
96254,39436,13,16,24,29,30
96255,39437,1,2,30,37,38
96256,39440,19,31,34,36,37
96257,39441,2,4,13,22,28
96258,39442,1,11,18,20,33
96259,39443,1,3,4,19,26
96260,39444,1,2,14,22,30
96261,39447,11,12,20,25,37
97001,39448,11,26,31,35,37
97002,39449,2,9,10,24,30
97003,39450,18,28,32,33,38
97004,39451,7,17,20,28,36
97005,39454,2,11,18,19,21
97006,39455,1,12,19,20,35
97007,39456,4,9,16,19,29
97008,39457,1,8,11,22,39
97009,39458,4,8,27,30,32
97010,39461,4,19,34,35,38
97011,39462,5,11,16,21,26
97012,39463,9,10,11,23,30
97013,39464,2,20,35,37,38
97014,39465,5,15,31,32,36
97015,39468,1,11,23,26,29
97016,39469,1,4,7,17,23
97017,39470,1,3,4,11,28
97018,39471,1,8,12,26,37
97019,39472,2,8,15,17,20
97020,39475,2,13,28,32,36
97021,39476,1,4,9,10,29
97022,39477,1,16,17,28,37
97023,39478,1,2,17,24,35
97024,39479,3,10,23,34,37
97025,39482,3,12,23,26,34
97026,39483,1,4,10,18,31
97027,39484,4,17,18,29,33
97028,39485,6,30,32,33,34
97029,39486,3,10,11,34,38
97030,39489,13,18,25,37,38
97031,39490,1,10,12,28,38
97032,39491,14,28,34,36,37
97033,39492,3,4,10,36,39
97034,39493,1,24,26,27,39
97035,39496,5,14,17,18,21
97036,39497,11,16,24,30,35
97037,39498,11,20,27,30,33
97038,39499,6,10,22,31,37
97039,39500,9,22,23,26,32
97040,39503,1,4,18,23,31
97041,39504,28,30,32,36,37
97042,39505,1,6,33,34,35
97043,39506,1,3,9,20,22
97044,39507,8,25,27,34,38
97045,39510,4,5,10,13,22
97046,39511,5,11,12,19,21
97047,39512,2,10,13,14,15
97048,39513,3,9,15,17,21
97049,39514,6,7,15,36,39
97050,39517,13,16,17,29,31
97051,39518,4,10,16,17,22
97052,39519,9,24,27,36,37
97053,39520,1,11,19,21,33
97054,39521,2,6,16,26,28
97055,39524,2,11,16,20,37
97056,39525,10,16,20,31,32
97057,39526,1,14,19,21,33
97058,39527,3,6,20,22,29
97059,39528,4,10,19,20,30
97060,39531,2,5,26,29,30
97061,39532,1,3,8,30,36
97062,39533,9,12,13,15,31
97063,39534,14,20,26,29,37
97064,39535,7,14,31,35,39
97065,39538,9,16,30,32,38
97066,39539,6,12,16,18,35
97067,39540,4,10,14,24,26
97068,39541,2,18,21,24,36
97069,39542,10,17,21,32,35
97070,39545,6,7,16,22,24
97071,39546,7,10,15,37,38
97072,39547,9,13,15,21,28
97073,39548,5,8,9,17,24
97074,39549,5,16,30,34,37
97075,39552,2,10,17,18,21
97076,39553,6,18,25,26,31
97077,39554,7,18,20,22,33
97078,39555,5,19,22,28,29
97079,39556,11,12,20,32,35
97080,39559,8,15,22,24,33
97081,39560,3,10,12,19,24
97082,39561,4,5,7,9,21
97083,39562,3,14,25,33,38
97084,39563,4,7,11,19,24
97085,39566,2,15,17,19,21
97086,39567,4,7,8,11,29
97087,39568,10,25,27,30,39
97088,39569,5,17,20,25,34
97089,39570,1,13,15,16,30
97090,39573,16,19,27,29,33
97091,39574,8,16,17,33,38
97092,39575,4,18,19,27,35
97093,39576,23,27,33,35,39
97094,39577,5,24,26,32,34
97095,39580,5,9,18,31,35
97096,39581,6,21,29,31,36
97097,39582,4,28,31,36,37
97098,39583,11,18,21,27,38
97099,39584,13,18,20,21,23
97100,39587,10,11,28,31,34
97101,39588,4,18,24,28,38
97102,39589,8,12,20,34,35
97103,39590,11,21,25,31,38
97104,39591,8,11,33,34,35
97105,39594,2,3,17,23,30
97106,39595,30,31,32,33,38
97107,39596,1,3,30,31,39
97108,39597,6,14,21,23,34
97109,39598,16,23,25,30,33
97110,39601,2,6,8,29,32
97111,39602,6,9,19,33,35
97112,39603,19,20,27,29,33
97113,39604,4,17,23,27,29
97114,39605,7,11,20,28,31
97115,39608,7,16,20,27,35
97116,39609,3,9,25,26,35
97117,39610,7,11,14,19,20
97118,39611,12,17,29,35,39
97119,39612,1,4,9,33,38
97120,39615,21,25,28,30,33
97121,39616,1,4,10,16,37
97122,39617,5,16,18,19,30
97123,39618,4,6,11,18,29
97124,39619,5,6,12,17,23
97125,39622,14,17,18,24,29
97126,39623,5,7,13,27,35
97127,39624,6,7,18,28,34
97128,39625,1,9,17,22,24
97129,39626,6,12,19,22,34
97130,39629,5,20,31,36,37
97131,39630,6,9,10,35,36
97132,39631,10,14,27,33,39
97133,39632,1,4,16,18,37
97134,39633,20,25,31,33,39
97135,39636,9,16,20,37,38
97136,39637,3,5,8,20,23
97137,39638,1,11,17,21,34
97138,39639,13,16,22,26,34
97139,39640,5,10,12,30,34
97140,39643,2,9,32,33,37
97141,39644,2,20,25,27,28
97142,39645,3,8,16,17,30
97143,39646,2,8,20,25,27
97144,39647,9,13,19,23,39
97145,39650,5,10,17,19,23
97146,39651,5,6,19,21,28
97147,39652,4,18,22,26,30
97148,39653,1,8,11,13,38
97149,39654,8,17,26,28,32
97150,39657,15,22,24,26,36
97151,39658,6,12,13,32,38
97152,39659,6,10,17,28,34
97153,39660,3,20,24,31,39
97154,39661,1,10,23,29,36
97155,39664,9,11,14,17,25
97156,39665,3,10,13,20,33
97157,39666,22,27,30,33,38
97158,39667,8,11,15,25,26
97159,39668,1,6,14,17,31
97160,39671,4,6,10,14,36
97161,39672,3,5,9,28,33
97162,39673,3,8,29,32,34
97163,39674,18,22,25,28,39
97164,39675,4,7,23,34,38
97165,39678,2,4,23,27,32
97166,39679,8,14,20,31,37
97167,39680,17,30,31,35,37
97168,39681,12,13,23,28,37
97169,39682,1,3,9,10,20
97170,39685,11,20,21,24,35
97171,39686,4,6,11,28,30
97172,39687,1,2,13,18,38
97173,39688,1,16,31,33,37
97174,39689,11,14,21,28,38
97175,39692,15,26,27,28,37
97176,39693,4,6,20,21,35
97177,39694,1,5,28,32,33
97178,39695,3,13,30,37,39
97179,39696,4,15,20,31,34
97180,39699,1,10,18,31,37
97181,39700,8,24,28,38,39
97182,39701,2,16,28,32,33
97183,39702,10,12,29,34,35
97184,39703,3,6,10,12,26
97185,39706,2,11,16,26,37
97186,39707,4,10,14,17,25
97187,39708,8,16,33,36,37
97188,39709,15,25,27,34,35
97189,39710,2,13,17,23,27
97190,39713,10,15,16,25,33
97191,39714,9,24,25,30,34
97192,39715,6,18,19,27,30
97193,39716,1,13,16,23,32
97194,39717,5,12,27,34,39
97195,39720,4,13,19,22,37
97196,39721,2,3,15,19,32
97197,39722,13,15,23,25,34
97198,39723,3,4,12,19,35
97199,39724,7,21,23,27,36
97200,39727,5,12,16,24,32
97201,39728,10,18,19,23,30
97202,39729,2,15,32,34,37
97203,39730,1,4,19,20,37
97204,39731,1,6,8,25,36
97205,39734,6,10,11,13,14
97206,39735,2,14,15,35,38
97207,39736,3,4,8,23,26
97208,39737,10,14,23,32,38
97209,39738,3,4,6,30,38
97210,39741,3,4,5,24,31
97211,39742,8,14,21,25,28
97212,39743,9,11,16,21,33
97213,39744,8,34,36,37,39
97214,39745,5,21,24,32,38
97215,39748,3,18,31,32,33
97216,39749,3,4,15,28,38
97217,39750,17,18,19,26,30
97218,39751,5,9,17,26,32
97219,39752,5,29,31,35,38
97220,39755,11,23,27,33,36
97221,39756,5,9,10,15,25
97222,39757,1,24,31,34,37
97223,39758,1,8,12,13,35
97224,39759,3,5,7,22,28
97225,39762,4,19,26,30,31
97226,39763,8,23,32,33,39
97227,39764,5,11,24,28,31
97228,39765,8,23,25,26,34
97229,39766,4,5,12,13,29
97230,39769,17,19,30,31,36
97231,39770,7,8,18,22,24
97232,39771,29,30,31,33,34
97233,39772,2,21,28,38,39
97234,39773,5,10,14,23,27
97235,39776,1,2,24,25,34
97236,39777,5,12,15,18,29
97237,39778,4,18,24,26,30
97238,39779,8,14,21,28,36
97239,39780,14,15,16,18,39
97240,39783,5,7,10,19,36
97241,39784,6,9,15,17,31
97242,39785,8,9,19,28,32
97243,39786,17,19,21,38,39
97244,39787,5,7,31,36,38
97245,39790,13,27,35,37,38
97246,39791,2,26,28,31,35
97247,39792,14,20,22,27,30
97248,39793,1,4,10,14,17
97249,39794,10,14,23,25,32
97250,39797,2,5,33,36,39
97251,39798,12,16,18,25,28
97252,39799,5,8,11,14,22
97253,39800,14,16,28,35,37
97254,39801,8,12,18,24,28
97255,39804,5,6,20,31,37
97256,39805,3,11,20,25,37
97257,39806,2,15,25,36,37
97258,39807,8,18,32,37,38
97259,39808,11,12,25,26,35
97260,39811,9,20,22,34,36
97261,39812,3,8,13,19,37
97262,39813,8,12,36,37,39
98001,39814,6,11,14,17,32
98002,39815,12,20,30,38,39
98003,39818,2,3,21,24,29
98004,39819,2,9,10,11,37
98005,39820,12,20,26,33,39
98006,39821,27,28,32,34,35
98007,39822,1,7,11,15,30
98008,39825,10,15,20,22,36
98009,39826,2,11,21,30,34
98010,39827,4,14,25,34,38
98011,39828,14,17,29,35,36
98012,39829,8,9,25,28,35
98013,39832,3,18,24,31,36
98014,39833,5,8,26,32,38
98015,39834,2,3,9,24,35
98016,39835,4,5,21,25,35
98017,39836,2,14,21,33,39
98018,39839,2,7,14,31,39
98019,39840,2,6,9,21,36
98020,39841,5,8,9,26,29
98021,39842,4,9,16,26,31
98022,39843,16,19,30,31,38
98023,39846,8,18,23,27,37
98024,39847,5,18,30,31,39
98025,39848,5,19,22,30,33
98026,39849,4,7,16,19,25
98027,39850,7,12,20,37,39
98028,39853,6,12,15,21,23
98029,39854,20,21,24,26,30
98030,39855,5,17,18,23,37
98031,39856,5,6,24,32,36
98032,39857,4,5,29,32,38
98033,39860,3,6,23,24,35
98034,39861,1,9,18,25,36
98035,39862,1,10,19,22,34
98036,39863,7,9,15,23,31
98037,39864,2,5,19,22,24
98038,39867,15,22,32,33,39
98039,39868,3,6,11,20,30
98040,39869,16,22,24,28,36
98041,39870,2,5,6,27,35
98042,39871,1,9,13,18,25
98043,39874,3,15,24,30,33
98044,39875,1,11,19,21,22
98045,39876,5,10,29,30,36
98046,39877,1,25,29,31,38
98047,39878,6,8,9,19,38
98048,39881,10,21,24,33,36
98049,39882,4,7,9,34,38
98050,39883,12,19,32,36,39
98051,39884,12,31,32,36,37
98052,39885,3,4,13,25,36
98053,39888,1,4,11,29,38
98054,39889,5,7,13,35,37
98055,39890,4,27,32,35,38
98056,39891,2,30,31,33,39
98057,39892,9,17,33,34,36
98058,39895,5,22,24,27,28
98059,39896,5,17,21,31,38
98060,39897,14,15,17,30,32
98061,39898,1,13,16,28,29
98062,39899,3,9,12,24,39
98063,39902,8,15,25,26,28
98064,39903,20,21,25,31,34
98065,39904,11,16,22,31,36
98066,39905,13,16,23,29,31
98067,39906,12,14,19,37,39
98068,39909,16,20,35,36,39
98069,39910,2,4,10,24,39
98070,39911,3,8,10,26,33
98071,39912,5,8,18,26,36
98072,39913,1,2,3,23,32
98073,39916,3,6,17,30,38
98074,39917,3,5,21,29,30
98075,39918,3,23,29,35,38
98076,39919,4,11,15,25,30
98077,39920,7,8,32,33,39
98078,39923,1,3,29,37,39
98079,39924,11,16,20,27,28
98080,39925,2,17,20,36,38
98081,39926,1,2,21,30,31
98082,39927,11,20,28,36,38
98083,39930,3,9,16,23,29
98084,39931,2,7,35,36,38
98085,39932,1,7,13,19,20
98086,39933,15,16,22,27,37
98087,39934,12,13,29,31,36
98088,39937,12,15,16,29,33
98089,39938,6,22,28,34,37
98090,39939,5,7,16,35,39
98091,39940,19,20,21,26,30
98092,39941,1,14,22,33,34
98093,39944,1,10,16,24,39
98094,39945,1,9,11,31,34
98095,39946,11,16,20,30,37
98096,39947,9,10,20,33,37
98097,39948,24,25,26,37,39
98098,39951,3,12,13,36,38
98099,39952,3,9,11,29,31
98100,39953,9,15,18,22,23
98101,39954,2,13,20,32,39
98102,39955,3,11,12,27,34
98103,39958,1,27,30,33,39
98104,39959,1,7,16,34,36
98105,39960,14,17,21,26,32
98106,39961,9,11,30,34,38
98107,39962,5,6,9,25,38
98108,39965,1,20,21,29,31
98109,39966,1,4,6,12,18
98110,39967,8,10,20,24,37
98111,39968,15,19,25,28,36
98112,39969,2,12,14,15,38
98113,39972,9,13,22,27,33
98114,39973,6,23,31,34,38
98115,39974,12,24,27,31,35
98116,39975,14,15,19,25,33
98117,39976,4,19,33,34,35
98118,39979,7,13,18,21,27
98119,39980,4,6,15,19,20
98120,39981,7,12,16,27,36
98121,39982,1,11,19,24,29
98122,39983,6,12,18,21,37
98123,39986,10,17,21,25,34
98124,39987,17,20,21,31,32
98125,39988,16,21,22,34,38
98126,39989,2,10,19,28,38
98127,39990,13,15,20,27,39
98128,39993,3,7,9,15,24
98129,39994,1,11,21,29,31
98130,39995,9,11,25,32,33
98131,39996,4,10,25,30,31
98132,39997,2,4,14,29,35
98133,40000,3,6,7,13,23
98134,40001,1,22,27,30,36
98135,40002,12,13,22,24,33
98136,40003,6,17,21,35,37
98137,40004,3,15,25,26,31
98138,40007,14,16,31,36,37
98139,40008,3,4,7,15,23
98140,40009,2,5,27,36,37
98141,40010,2,10,21,37,39
98142,40011,1,3,6,15,33
98143,40014,4,8,9,17,38
98144,40015,3,17,24,25,32
98145,40016,3,6,10,13,22
98146,40017,1,3,24,32,39
98147,40018,14,28,30,33,34
98148,40021,5,8,36,37,38
98149,40022,3,13,19,21,37
98150,40023,2,15,23,24,33
98151,40024,3,9,18,34,38
98152,40025,13,14,16,17,32
98153,40028,1,6,20,23,26
98154,40029,10,12,14,18,34
98155,40030,2,10,25,29,37
98156,40031,16,17,28,32,33
98157,40032,1,8,14,25,37
98158,40035,3,12,19,23,39
98159,40036,5,18,22,23,32
98160,40037,5,8,17,32,37
98161,40038,8,11,15,17,31
98162,40039,8,25,28,30,37
98163,40042,1,10,25,34,38
98164,40043,6,7,15,17,26
98165,40044,6,14,20,35,36
98166,40045,9,12,14,16,34
98167,40046,17,23,26,28,31
98168,40049,1,18,22,27,39
98169,40050,7,14,17,29,37
98170,40051,7,10,17,19,26
98171,40052,24,26,28,29,37
98172,40053,9,16,21,24,29
98173,40056,1,5,16,20,38
98174,40057,2,15,22,32,35
98175,40058,2,4,7,34,38
98176,40059,10,17,23,26,39
98177,40060,9,17,27,32,38
98178,40063,9,11,22,27,29
98179,40064,1,11,26,27,31
98180,40065,1,22,26,29,31
98181,40066,13,15,16,18,26
98182,40067,16,25,26,32,33
98183,40070,8,13,14,26,27
98184,40071,6,14,27,30,31
98185,40072,8,23,27,28,38
98186,40073,7,19,23,30,39
98187,40074,11,12,15,22,38
98188,40077,4,14,24,27,34
98189,40078,9,14,18,27,32
98190,40079,3,9,13,37,38
98191,40080,2,9,10,21,37
98192,40081,3,5,14,16,20
98193,40084,6,26,31,32,33
98194,40085,11,24,31,32,34
98195,40086,5,7,11,16,23
98196,40087,7,14,24,31,35
98197,40088,14,24,26,31,36
98198,40091,18,20,23,24,30
98199,40092,15,18,22,25,29
98200,40093,3,5,8,9,35
98201,40094,2,26,31,33,34
98202,40095,1,8,28,35,38
98203,40098,2,9,17,27,29
98204,40099,6,13,24,26,31
98205,40100,3,9,10,23,26
98206,40101,7,13,18,28,38
98207,40102,2,11,16,19,23
98208,40105,12,20,23,34,36
98209,40106,10,11,15,17,30
98210,40107,15,21,23,36,39
98211,40108,7,10,24,31,32
98212,40109,2,15,21,23,37
98213,40112,6,17,23,29,37
98214,40113,6,19,22,25,29
98215,40114,1,13,18,27,34
98216,40115,3,6,15,17,26
98217,40116,5,14,22,37,38
98218,40119,3,4,17,23,26
98219,40120,7,30,32,35,39
98220,40121,2,9,10,27,35
98221,40122,5,11,15,26,39
98222,40123,8,10,20,21,35
98223,40126,6,17,18,31,37
98224,40127,8,12,26,27,30
98225,40128,13,28,33,37,39
98226,40129,12,22,26,28,38
98227,40130,1,5,28,31,34
98228,40133,11,16,34,35,36
98229,40134,2,6,19,28,32
98230,40135,5,14,15,26,37
98231,40136,22,23,25,31,34
98232,40137,5,10,17,28,38
98233,40140,5,25,27,32,39
98234,40141,3,10,17,18,23
98235,40142,6,10,11,18,37
98236,40143,9,14,27,28,38
98237,40144,7,15,24,31,38
98238,40147,10,13,22,29,30
98239,40148,2,7,8,25,29
98240,40149,14,25,33,36,38
98241,40150,4,8,18,21,23
98242,40151,14,15,17,34,37
98243,40154,9,10,25,31,33
98244,40155,1,5,11,15,35
98245,40156,7,16,29,35,37
98246,40157,7,14,15,24,28
98247,40158,6,9,26,27,29
98248,40161,6,10,16,27,28
98249,40162,19,25,26,30,35
98250,40163,10,19,30,37,39
98251,40164,4,15,21,37,39
98252,40165,5,20,21,25,37
98253,40168,18,22,26,29,32
98254,40169,2,5,7,10,17
98255,40170,2,8,15,30,35
98256,40171,2,11,19,20,36
98257,40172,2,15,17,19,28
98258,40175,3,5,10,13,29
98259,40176,5,18,27,28,35
98260,40177,7,12,13,31,34
98261,40178,6,7,21,31,39
99001,40179,3,4,5,23,27
99002,40182,4,14,19,27,31
99003,40183,3,5,15,27,35
99004,40184,11,25,28,37,39
99005,40185,6,24,26,30,34
99006,40186,11,16,17,18,30
99007,40189,17,19,24,27,29
99008,40190,1,19,27,30,37
99009,40191,8,16,33,36,39
99010,40192,12,16,28,32,33
99011,40193,13,29,31,32,38
99012,40196,5,14,33,36,38
99013,40197,10,11,23,25,32
99014,40198,14,19,28,33,39
99015,40199,7,11,18,29,37
99016,40200,1,12,18,25,35
99017,40203,12,19,22,23,31
99018,40204,2,5,6,9,23
99019,40205,7,8,14,25,38
99020,40206,1,3,11,32,36
99021,40207,11,15,17,22,30
99022,40210,2,7,22,30,35
99023,40211,5,16,20,37,38
99024,40212,3,15,32,35,38
99025,40213,2,4,11,16,25
99026,40214,1,5,15,21,25
99027,40217,13,27,31,35,39
99028,40218,4,6,24,26,32
99029,40219,7,13,19,36,38
99030,40220,6,9,23,27,31
99031,40221,11,21,23,26,38
99032,40224,1,2,9,11,28
99033,40225,18,19,27,35,39
99034,40226,4,7,8,28,34
99035,40227,9,11,24,26,39
99036,40228,6,21,22,24,32
99037,40231,2,9,15,22,26
99038,40232,9,20,27,33,36
99039,40233,5,16,17,28,39
99040,40234,4,9,13,27,37
99041,40235,9,18,19,25,32
99042,40238,3,6,10,25,34
99043,40239,7,8,20,25,29
99044,40240,4,7,15,26,33
99045,40241,2,5,10,21,34
99046,40242,11,14,20,35,39
99047,40245,7,11,19,21,27
99048,40246,5,11,12,14,28
99049,40247,2,7,16,30,39
99050,40248,1,3,17,30,38
99051,40249,1,10,19,22,28
99052,40252,4,10,18,22,25
99053,40253,4,6,10,33,37
99054,40254,3,28,33,34,38
99055,40255,3,6,24,25,37
99056,40256,8,14,28,29,35
99057,40259,2,23,25,29,32
99058,40260,9,18,26,32,34
99059,40261,30,31,32,34,35
99060,40262,9,13,26,34,39
99061,40263,9,10,12,22,37
99062,40266,10,12,14,18,34
99063,40267,16,21,25,31,33
99064,40268,1,9,12,19,28
99065,40269,2,17,35,37,38
99066,40270,7,20,23,31,39
99067,40273,7,17,18,35,37
99068,40274,25,28,29,36,37
99069,40275,4,16,29,32,36
99070,40276,8,10,15,17,26
99071,40277,5,14,18,23,36
99072,40280,12,15,24,30,35
99073,40281,9,12,21,22,27
99074,40282,5,12,15,35,36
99075,40283,1,4,11,18,23
99076,40284,1,5,20,24,37
99077,40287,3,15,19,26,27
99078,40288,4,6,10,28,32
99079,40289,2,3,12,21,25
99080,40290,3,4,5,6,9
99081,40291,8,15,27,35,36
99082,40294,12,22,27,31,39
99083,40295,1,13,19,29,33
99084,40296,5,6,13,37,38
99085,40297,14,15,27,31,35
99086,40298,15,17,21,28,31
99087,40301,5,10,16,19,38
99088,40302,16,22,26,32,36
99089,40303,1,14,19,30,34
