期號,開獎日期,球1,球2,球3,球4,球5
105011,42382,2,13,20,24,39
105012,42383,6,11,23,24,35
105013,42384,1,4,5,8,37
105014,42385,5,20,26,31,36
105015,42387,4,12,16,18,23
105016,42388,4,5,8,21,34
105017,42389,12,16,18,21,24
105018,42390,1,8,16,21,37
105019,42391,3,18,27,31,35
105020,42392,6,9,10,18,37
105021,42394,11,16,23,29,30
105022,42395,7,9,18,19,33
105023,42396,4,9,10,19,36
105024,42397,5,7,13,27,29
105025,42398,6,8,20,29,32
105026,42399,4,5,20,21,29
105027,42401,15,17,21,23,35
105028,42402,2,6,15,20,38
105029,42403,6,7,17,35,39
105030,42404,17,18,26,29,36
105031,42405,15,31,32,34,35
105032,42406,1,13,20,37,39
105033,42408,8,21,24,28,33
105034,42409,2,10,34,35,38
105035,42410,7,8,12,35,36
105036,42411,11,17,27,30,33
105037,42412,10,14,17,30,39
105038,42413,1,2,15,17,25
105039,42415,5,6,30,33,39
105040,42416,25,30,33,34,35
105041,42417,6,16,20,34,37
105042,42418,18,22,27,36,38
105043,42419,2,3,8,25,32
105044,42420,1,3,4,27,38
105045,42422,14,17,33,34,36
105046,42423,2,17,27,28,31
105047,42424,10,12,20,23,35
105048,42425,14,20,34,36,37
105049,42426,3,10,15,25,28
105050,42427,5,6,9,18,20
105051,42429,2,4,9,26,36
105052,42430,13,18,21,22,30
105053,42431,1,9,13,27,31
105054,42432,5,14,18,22,23
105055,42433,6,8,15,29,37
105056,42434,1,10,16,22,39
105057,42436,3,6,14,20,26
105058,42437,3,29,30,32,38
105059,42438,5,13,36,38,39
105060,42439,22,27,30,31,34
105061,42440,2,16,25,28,33
105062,42441,23,26,30,35,37
105063,42443,11,15,25,28,33
105064,42444,15,26,32,38,39
105065,42445,28,30,32,33,38
105066,42446,6,27,28,32,37
105067,42447,6,10,20,23,35
105068,42448,6,7,22,29,39
105069,42450,3,6,8,14,18
105070,42451,2,12,14,29,32
105071,42452,2,7,17,19,27
105072,42453,1,7,10,35,37
105073,42454,12,14,18,22,30
105074,42455,5,8,9,15,17
105075,42457,3,10,19,28,32
105076,42458,2,3,9,20,30
105077,42459,2,4,5,27,33
105078,42460,11,12,25,33,36
105079,42461,2,19,20,24,25
105080,42462,7,12,15,21,22
105081,42464,5,18,32,38,39
105082,42465,20,21,22,23,34
105083,42466,4,6,9,11,35
105084,42467,4,13,23,25,29
105085,42468,1,13,18,19,21
105086,42469,8,10,16,35,38
105087,42471,1,6,18,24,32
105088,42472,2,15,16,19,31
105089,42473,3,5,17,18,24
105090,42474,11,15,31,32,39
105091,42475,5,14,15,22,36
105092,42476,7,8,11,25,38
105093,42478,6,7,9,20,33
105094,42479,1,13,17,21,25
105095,42480,9,16,19,28,34
105096,42481,2,7,10,20,23
105097,42482,5,6,8,23,33
105098,42483,5,21,28,37,38
105099,42485,1,22,27,29,30
105100,42486,1,3,19,28,37
105101,42487,3,5,11,14,34
105102,42488,9,10,20,22,28
105103,42489,7,15,21,22,38
105104,42490,10,13,22,29,30
105105,42492,8,13,16,21,36
105106,42493,1,5,7,9,11
105107,42494,8,13,17,31,32
105108,42495,2,11,29,34,38
105109,42496,19,22,35,36,38
105110,42497,4,20,24,25,35
105111,42499,1,4,17,18,24
105112,42500,13,28,33,36,39
105113,42501,2,7,27,33,38
105114,42502,8,12,21,27,33
105115,42503,3,5,21,26,29
105116,42504,14,15,18,23,34
105117,42506,14,17,27,28,34
105118,42507,7,8,9,27,33
105119,42508,9,16,19,25,26
105120,42509,7,21,24,34,39
105121,42510,4,9,23,31,36
105122,42511,10,22,26,35,38
105123,42513,14,17,27,32,36
105124,42514,15,17,25,33,34
105125,42515,1,4,13,32,33
105126,42516,4,11,21,24,28
105127,42517,2,5,8,10,22
105128,42518,15,25,31,35,36
105129,42520,3,9,17,26,27
105130,42521,1,4,10,17,38
105131,42522,15,16,21,23,39
105132,42523,2,5,8,9,24
105133,42524,7,25,27,28,35
105134,42525,9,11,16,20,28
105135,42527,4,5,13,15,37
105136,42528,15,20,25,29,35
105137,42529,7,15,23,31,34
105138,42530,6,11,17,33,36
105139,42531,18,21,26,30,33
105140,42532,1,25,29,31,35
105141,42534,2,5,6,9,10
105142,42535,2,6,17,21,23
105143,42536,5,16,31,35,38
105144,42537,1,3,14,16,25
105145,42538,7,12,18,22,33
105146,42539,15,20,23,36,38
105147,42541,17,18,25,28,37
105148,42542,6,14,21,32,34
105149,42543,4,11,16,31,32
105150,42544,9,10,11,12,15
105151,42545,5,10,11,16,23
105152,42546,10,16,18,28,29
105153,42548,13,26,29,31,33
105154,42549,3,5,7,20,29
105155,42550,4,10,13,31,38
105156,42551,4,15,18,32,38
105157,42552,7,14,25,27,36
105158,42553,3,15,20,28,37
105159,42555,9,28,32,36,37
105160,42556,9,10,17,19,25
105161,42557,8,11,31,32,34
105162,42558,9,17,19,25,27
105163,42559,24,25,26,29,32
105164,42560,10,12,17,21,27
105165,42562,8,9,11,20,35
105166,42563,5,22,30,37,39
105167,42564,1,2,5,17,25
105168,42565,1,25,29,34,39
105169,42566,7,16,25,32,33
105170,42567,9,10,17,34,39
105171,42569,6,19,25,28,38
105172,42570,11,12,21,23,38
105173,42571,1,11,15,27,33
105174,42572,2,22,30,33,36
105175,42573,2,4,10,18,30
105176,42574,2,7,9,10,12
105177,42576,8,14,22,25,27
105178,42577,1,9,10,27,39
105179,42578,2,14,21,32,34
105180,42579,2,3,9,26,31
105181,42580,3,27,32,35,39
105182,42581,11,17,19,23,29
105183,42583,5,9,22,23,38
105184,42584,5,10,22,23,31
105185,42585,11,22,25,32,36
105186,42586,12,16,19,25,31
105187,42587,3,11,24,35,36
105188,42588,1,2,3,11,34
105189,42590,3,12,30,36,37
105190,42591,5,11,19,27,29
105191,42592,14,15,28,29,30
105192,42593,2,11,14,21,34
105193,42594,4,9,18,26,34
105194,42595,4,6,12,16,39
105195,42597,16,24,29,30,36
105196,42598,2,4,20,28,32
105197,42599,11,13,18,19,39
105198,42600,20,21,24,28,39
105199,42601,4,11,13,20,35
105200,42602,1,5,17,28,32
105201,42604,4,9,15,22,27
105202,42605,5,21,24,25,27
105203,42606,1,13,35,38,39
105204,42607,1,12,13,22,29
105205,42608,7,10,18,35,36
105206,42609,2,25,28,34,35
105207,42611,10,13,17,28,36
105208,42612,8,15,16,21,26
105209,42613,8,9,17,21,37
105210,42614,5,7,11,16,26
105211,42615,4,5,6,19,30
105212,42616,8,14,18,23,30
105213,42618,8,11,28,30,33
105214,42619,4,20,30,32,35
105215,42620,2,14,15,27,37
105216,42621,2,7,26,32,37
105217,42622,11,16,18,23,30
105218,42623,11,17,25,31,37
105219,42625,6,12,21,26,29
105220,42626,4,10,26,31,32
105221,42627,11,15,16,29,38
105222,42628,7,19,21,25,35
105223,42629,6,8,12,13,29
105224,42630,2,4,12,17,22
105225,42632,7,16,18,24,35
105226,42633,4,21,25,37,39
105227,42634,5,9,11,20,29
105228,42635,4,10,17,25,31
105229,42636,5,8,9,20,24
105230,42637,4,20,25,27,33
105231,42639,10,14,20,31,32
105232,42640,7,11,12,18,38
105233,42641,10,11,14,27,38
105234,42642,6,10,12,16,23
105235,42643,18,20,32,34,35
105236,42644,3,10,12,15,19
105237,42646,4,17,19,24,30
105238,42647,12,21,28,35,39
105239,42648,9,15,22,27,32
105240,42649,1,17,25,26,35
105241,42650,6,8,15,16,19
105242,42651,7,15,22,27,37
105243,42653,16,20,31,35,38
105244,42654,8,13,26,35,36
105245,42655,2,7,21,22,35
105246,42656,4,11,17,22,24
105247,42657,2,12,15,21,22
105248,42658,7,21,22,31,32
105249,42660,9,11,27,34,39
105250,42661,7,17,22,35,39
105251,42662,3,15,17,22,27
105252,42663,5,19,25,33,37
105253,42664,3,15,28,33,34
105254,42665,13,16,31,36,37
105255,42667,8,10,19,27,31
105256,42668,3,9,12,26,29
105257,42669,1,10,25,32,34
105258,42670,16,23,27,33,39
105259,42671,12,20,28,30,32
105260,42672,11,15,19,21,28
105261,42674,1,3,13,17,31
105262,42675,2,15,22,27,32
105263,42676,17,28,29,36,38
105264,42677,3,6,9,14,39
105265,42678,31,32,34,37,38
105266,42679,3,15,18,22,38
105267,42681,10,22,30,32,34
105268,42682,4,13,17,26,36
105269,42683,1,7,12,26,32
105270,42684,3,5,9,17,35
105271,42685,5,8,13,15,20
105272,42686,10,12,15,29,32
105273,42688,2,16,19,25,29
105274,42689,13,19,28,32,37
105275,42690,5,12,23,29,33
105276,42691,6,16,23,25,26
105277,42692,1,13,20,24,33
105278,42693,5,12,16,20,37
105279,42695,8,16,17,22,30
105280,42696,4,5,20,25,34
105281,42697,2,8,16,20,29
105282,42698,10,16,20,25,38
105283,42699,7,12,17,22,31
105284,42700,1,12,24,34,37
105285,42702,8,9,18,19,36
105286,42703,5,12,17,19,34
105287,42704,4,14,22,25,33
105288,42705,1,4,7,14,30
105289,42706,16,17,32,33,36
105290,42707,7,9,16,20,22
105291,42709,7,8,13,21,39
105292,42710,6,12,21,24,32
105293,42711,7,12,17,18,31
105294,42712,1,7,9,13,16
105295,42713,5,22,24,32,33
105296,42714,1,8,26,37,38
105297,42716,2,8,18,22,39
105298,42717,2,6,17,20,38
105299,42718,8,15,34,36,37
105300,42719,17,19,20,25,35
105301,42720,2,10,13,20,39
105302,42721,1,6,8,15,20
105303,42723,2,12,17,23,33
105304,42724,11,15,18,28,34
105305,42725,2,3,8,19,27
105306,42726,7,18,22,24,30
105307,42727,6,8,20,32,37
105308,42728,9,11,15,17,18
105309,42730,3,6,7,29,30
105310,42731,16,19,28,30,31
105311,42732,9,12,18,20,26
105312,42733,15,25,30,37,39
105313,42734,11,13,29,36,38
105314,42735,14,18,21,26,34
106001,42737,6,10,14,15,22
106002,42738,2,8,13,21,29
106003,42739,7,9,11,22,37
106004,42740,24,25,26,27,33
106005,42741,2,6,11,12,38
106006,42742,8,12,14,18,35
106007,42744,9,16,24,27,30
106008,42745,4,9,20,31,33
106009,42746,7,9,10,15,24
106010,42747,11,20,22,31,34
106011,42748,4,18,22,24,34
106012,42749,5,6,7,14,27
106013,42751,4,5,23,30,33
106014,42752,16,18,19,28,33
106015,42753,9,20,21,36,37
106016,42754,2,11,17,26,29
106017,42755,8,11,26,35,36
106018,42756,8,15,17,21,33
106019,42758,4,13,26,30,37
106020,42759,26,28,31,33,34
106021,42760,7,8,18,26,29
106022,42761,5,23,29,31,36
106023,42762,1,3,6,12,37
106024,42763,7,8,10,29,39
106025,42765,4,8,11,22,37
106026,42766,1,6,8,9,18
106027,42767,7,13,15,17,25
106028,42768,4,5,20,30,32
106029,42769,18,19,25,27,36
106030,42770,3,7,8,9,35
106031,42772,10,24,26,29,36
106032,42773,1,8,11,24,34
106033,42774,6,8,24,38,39
106034,42775,2,3,17,29,38
106035,42776,5,17,22,27,32
106036,42777,2,15,17,20,25
106037,42779,5,8,15,20,21
106038,42780,1,7,9,14,20
106039,42781,18,20,26,27,32
106040,42782,2,3,16,23,34
106041,42783,2,8,10,18,31
106042,42784,4,6,9,16,37
106043,42786,2,15,23,29,34
106044,42787,12,16,25,26,28
106045,42788,7,17,23,30,37
106046,42789,4,6,12,14,38
106047,42790,6,28,31,33,35
106048,42791,7,14,17,24,38
106049,42793,4,25,27,34,37
106050,42794,4,12,14,16,17
106051,42795,1,9,20,34,35
106052,42796,13,20,29,32,36
106053,42797,7,9,19,21,22
106054,42798,10,11,24,28,29
106055,42800,10,11,12,13,28
106056,42801,3,9,11,33,34
106057,42802,7,8,19,24,28
106058,42803,2,6,23,26,38
106059,42804,8,10,12,30,34
106060,42805,1,18,25,27,32
106061,42807,5,12,23,28,33
106062,42808,4,12,22,29,35
106063,42809,17,21,31,33,35
106064,42810,2,4,32,34,37
106065,42811,1,8,14,15,38
106066,42812,5,7,10,25,38
106067,42814,1,18,27,29,39
106068,42815,6,24,31,34,36
106069,42816,3,6,8,9,27
106070,42817,10,26,29,36,39
106071,42818,6,11,15,32,35
106072,42819,8,27,30,35,38
106073,42821,2,11,15,19,27
106074,42822,4,13,16,27,38
106075,42823,5,8,19,23,24
106076,42824,3,4,20,30,39
106077,42825,17,18,19,22,39
106078,42826,5,7,21,24,27
106079,42828,8,19,21,23,35
106080,42829,25,26,27,29,36
106081,42830,12,15,19,20,30
106082,42831,6,9,21,35,36
106083,42832,7,20,23,25,32
106084,42833,16,21,26,36,39
106085,42835,15,22,23,27,32
106086,42836,15,21,25,38,39
106087,42837,3,23,25,27,34
106088,42838,10,29,30,35,38
106089,42839,2,19,21,32,36
106090,42840,15,19,22,24,28
106091,42842,10,11,14,26,31
106092,42843,9,18,23,30,34
106093,42844,4,9,11,22,35
106094,42845,17,21,35,36,37
106095,42846,15,19,23,30,34
106096,42847,1,11,16,35,38
106097,42849,3,29,34,35,39
106098,42850,1,9,12,16,31
106099,42851,3,13,18,34,35
106100,42852,6,8,11,26,38
106101,42853,15,16,22,32,35
106102,42854,11,16,22,31,33
106103,42856,16,24,31,33,36
106104,42857,4,11,16,19,33
106105,42858,7,18,22,26,35
106106,42859,11,16,22,23,38
106107,42860,4,11,14,20,21
106108,42861,5,7,16,35,36
106109,42863,22,24,35,36,38
106110,42864,2,8,19,27,33
106111,42865,5,6,27,34,39
106112,42866,4,7,26,27,33
106113,42867,2,7,15,38,39
106114,42868,6,13,14,22,38
106115,42870,2,9,16,25,34
106116,42871,4,11,13,23,31
106117,42872,15,17,28,29,30
106118,42873,5,7,12,32,36
106119,42874,6,9,10,24,25
106120,42875,10,17,20,22,29
106121,42877,2,3,12,16,27
106122,42878,8,12,25,27,31
106123,42879,7,9,21,25,36
106124,42880,2,5,30,36,37
106125,42881,4,11,25,27,32
106126,42882,9,25,31,33,34
106127,42884,22,26,30,36,38
106128,42885,10,11,20,35,39
106129,42886,1,5,8,28,33
106130,42887,6,10,14,17,34
106131,42888,3,5,7,22,26
106132,42889,6,14,19,25,39
106133,42891,1,16,19,26,28
106134,42892,8,23,25,29,33
106135,42893,15,19,29,30,33
106136,42894,12,14,19,23,26
106137,42895,4,7,31,38,39
106138,42896,14,16,26,27,28
106139,42898,6,11,12,19,22
106140,42899,1,2,9,20,22
106141,42900,3,6,25,30,37
106142,42901,2,11,16,25,38
106143,42902,17,28,31,34,37
106144,42903,4,15,17,26,39
106145,42905,13,31,33,34,39
106146,42906,14,16,21,35,39
106147,42907,4,10,18,20,26
106148,42908,3,22,24,26,32
106149,42909,4,6,7,19,29
106150,42910,5,7,19,27,31
106151,42912,4,5,19,23,26
106152,42913,12,14,17,19,21
106153,42914,2,13,34,36,37
106154,42915,18,21,25,27,31
106155,42916,5,11,28,30,35
106156,42917,7,8,15,21,25
106157,42919,11,17,20,32,36
106158,42920,12,15,19,29,36
106159,42921,8,10,12,32,34
106160,42922,3,16,21,26,36
106161,42923,2,15,16,18,25
106162,42924,4,9,14,22,26
106163,42926,4,13,19,20,24
106164,42927,5,14,20,25,36
106165,42928,3,5,29,36,37
106166,42929,7,14,21,35,37
106167,42930,15,16,23,28,32
106168,42931,2,5,14,32,33
106169,42933,8,10,14,23,36
106170,42934,1,9,33,37,39
106171,42935,4,20,22,29,33
106172,42936,6,10,15,23,30
106173,42937,2,5,22,31,37
106174,42938,9,11,24,30,34
106175,42940,2,16,19,24,27
106176,42941,9,24,27,28,29
106177,42942,11,20,27,29,37
106178,42943,3,14,20,34,38
106179,42944,16,25,35,37,38
106180,42945,5,18,30,33,36
106181,42947,8,13,17,35,37
106182,42948,11,13,16,17,21
106183,42949,13,15,17,18,21
106184,42950,27,30,32,35,38
106185,42951,8,14,20,33,38
106186,42952,5,10,18,26,28
106187,42954,3,10,12,13,38
106188,42955,4,8,17,29,36
106189,42956,9,12,29,30,32
106190,42957,12,14,23,26,36
106191,42958,2,3,10,20,30
106192,42959,2,20,23,28,30
106193,42961,14,18,25,26,32
106194,42962,4,13,17,33,39
106195,42963,2,4,7,18,36
106196,42964,1,8,15,20,37
106197,42965,6,8,16,28,29
106198,42966,9,13,23,29,34
106199,42968,8,12,15,35,36
106200,42969,7,24,31,34,35
106201,42970,26,30,31,32,38
106202,42971,19,27,29,31,32
106203,42972,11,16,27,33,36
106204,42973,6,9,12,25,35
106205,42975,7,11,14,32,34
106206,42976,3,21,22,30,38
106207,42977,12,17,21,30,38
106208,42978,1,8,12,38,39
106209,42979,5,15,19,23,24
106210,42980,4,10,18,19,37
106211,42982,5,21,27,29,34
106212,42983,5,6,7,36,38
106213,42984,5,8,28,33,35
106214,42985,12,13,27,30,31
106215,42986,5,10,15,33,36
106216,42987,5,19,24,25,31
106217,42989,1,3,26,28,37
106218,42990,9,10,17,22,26
106219,42991,11,28,30,31,39
106220,42992,16,17,21,30,32
106221,42993,4,7,12,28,35
106222,42994,2,4,21,28,35
106223,42996,3,25,32,33,34
106224,42997,4,6,7,8,31
106225,42998,7,19,25,37,38
106226,42999,4,5,8,10,37
106227,43000,4,10,12,16,21
106228,43001,6,7,18,32,37
106229,43003,3,8,18,27,36
106230,43004,2,15,24,25,30
106231,43005,10,29,30,31,35
106232,43006,4,23,26,32,33
106233,43007,2,4,8,13,23
106234,43008,1,4,6,27,38
106235,43010,8,15,18,19,25
106236,43011,11,14,16,21,30
106237,43012,6,11,17,26,32
106238,43013,17,19,21,24,37
106239,43014,3,11,28,29,33
106240,43015,5,20,26,29,34
106241,43017,5,7,10,14,15
106242,43018,13,21,28,37,38
106243,43019,8,17,19,20,30
106244,43020,23,26,28,32,36
106245,43021,7,15,24,34,37
106246,43022,2,13,35,36,39
106247,43024,22,28,30,35,38
106248,43025,6,24,31,32,35
106249,43026,6,9,18,31,32
106250,43027,16,20,28,33,34
106251,43028,2,7,16,29,33
106252,43029,12,17,26,27,34
106253,43031,3,11,25,30,36
106254,43032,8,14,15,20,25
106255,43033,3,17,23,27,31
106256,43034,13,17,18,27,35
106257,43035,2,3,7,19,22
106258,43036,2,10,12,14,21
106259,43038,2,15,21,31,36
106260,43039,1,3,5,9,37
106261,43040,1,13,18,35,38
106262,43041,2,5,10,19,38
106263,43042,4,12,13,28,36
106264,43043,4,6,11,22,28
106265,43045,17,20,23,24,28
106266,43046,3,6,13,25,29
106267,43047,5,13,19,20,21
106268,43048,2,14,18,31,37
106269,43049,9,16,19,22,29
106270,43050,9,21,24,28,32
106271,43052,2,5,8,14,25
106272,43053,1,2,14,20,37
106273,43054,2,11,15,26,33
106274,43055,8,26,31,33,38
106275,43056,5,11,12,24,29
106276,43057,13,14,20,29,34
106277,43059,17,24,27,30,34
106278,43060,1,6,7,18,36
106279,43061,17,21,24,30,33
106280,43062,4,17,22,26,27
106281,43063,7,11,22,26,37
106282,43064,8,9,22,31,36
106283,43066,1,5,23,35,38
106284,43067,5,16,21,24,25
106285,43068,4,13,14,16,29
106286,43069,1,22,30,31,39
106287,43070,11,21,23,24,25
106288,43071,3,5,17,23,37
106289,43073,8,17,18,24,39
106290,43074,2,20,21,29,34
106291,43075,4,19,20,28,34
106292,43076,6,8,10,19,38
106293,43077,4,5,10,22,30
106294,43078,9,17,34,35,39
106295,43080,16,17,18,28,34
106296,43081,6,9,21,23,39
106297,43082,11,12,21,22,33
106298,43083,8,19,25,26,38
106299,43084,14,27,30,36,37
106300,43085,14,19,29,30,37
106301,43087,1,3,7,18,34
106302,43088,4,8,11,25,27
106303,43089,7,10,18,34,38
106304,43090,3,18,24,28,32
106305,43091,1,6,14,29,34
106306,43092,15,19,21,24,30
106307,43094,5,11,21,33,38
106308,43095,7,11,17,18,35
106309,43096,3,30,34,35,37
106310,43097,7,10,20,33,39
106311,43098,4,8,10,15,30
106312,43099,5,18,20,35,36
107001,43101,1,14,18,19,24
107002,43102,2,7,9,12,39
107003,43103,2,3,6,10,18
107004,43104,10,14,21,25,26
107005,43105,4,8,12,17,30
107006,43106,4,7,13,31,39
107007,43108,2,22,28,32,34
107008,43109,1,23,26,28,36
107009,43110,2,6,7,13,32
107010,43111,3,7,11,12,29
107011,43112,1,6,11,16,37
107012,43113,6,9,13,27,34
107013,43115,5,6,9,15,36
107014,43116,7,12,13,15,23
107015,43117,7,9,12,25,26
107016,43118,8,23,29,35,37
107017,43119,3,5,14,15,20
107018,43120,12,23,25,26,28
107019,43122,14,23,32,34,35
107020,43123,1,4,7,29,33
107021,43124,23,27,30,36,37
107022,43125,6,7,14,22,36
107023,43126,2,17,19,24,27
107024,43127,3,23,29,34,39
107025,43129,19,22,24,31,37
107026,43130,8,10,15,17,31
107027,43131,1,2,13,22,39
107028,43132,13,15,20,22,37
107029,43133,1,10,13,16,20
107030,43134,12,21,24,31,34
107031,43136,5,17,22,23,24
107032,43137,10,12,17,24,35
107033,43138,3,25,26,30,31
107034,43139,1,5,24,30,34
107035,43140,5,7,31,32,39
107036,43141,14,17,19,21,39
107037,43143,4,11,14,16,28
107038,43144,10,19,20,23,33
107039,43145,2,7,12,17,39
107040,43146,2,5,11,18,28
107041,43147,1,2,8,18,31
107042,43148,1,3,13,24,38
107043,43150,7,13,25,33,38
107044,43151,2,6,8,23,36
107045,43152,3,13,27,28,34
107046,43153,1,6,14,18,24
107047,43154,2,5,15,17,31
107048,43155,4,9,25,26,32
107049,43157,7,12,33,35,37
107050,43158,9,12,14,17,32
107051,43159,2,14,25,31,36
107052,43160,4,8,20,31,39
107053,43161,10,22,25,27,37
107054,43162,5,14,16,27,36
107055,43164,15,24,27,30,35
107056,43165,11,14,24,27,32
107057,43166,1,8,15,32,39
107058,43167,10,15,24,29,38
107059,43168,1,13,18,25,29
107060,43169,6,7,11,14,27
107061,43171,1,2,8,33,35
107062,43172,4,6,9,33,36
107063,43173,2,21,25,30,31
107064,43174,2,4,22,30,32
107065,43175,2,15,16,28,37
107066,43176,8,14,26,36,39
107067,43178,7,16,19,36,37
107068,43179,7,8,25,29,32
107069,43180,5,8,22,26,36
107070,43181,4,6,11,31,36
107071,43182,6,21,33,34,38
107072,43183,2,14,17,23,24
107073,43185,2,7,23,32,39
107074,43186,1,6,14,35,38
107075,43187,15,23,25,30,36
107076,43188,13,19,23,28,31
107077,43189,9,14,21,32,33
107078,43190,4,9,19,27,28
107079,43192,8,14,18,23,32
107080,43193,6,8,10,21,32
107081,43194,7,20,23,26,38
107082,43195,12,16,27,31,37
107083,43196,1,15,21,35,38
107084,43197,5,6,7,10,20
107085,43199,12,27,32,34,36
107086,43200,7,13,25,28,32
107087,43201,8,16,27,29,30
107088,43202,3,10,14,20,23
107089,43203,2,8,22,27,39
107090,43204,9,22,32,34,39
107091,43206,5,7,8,21,22
107092,43207,1,7,13,30,32
107093,43208,12,16,29,30,39
107094,43209,1,6,18,21,39
107095,43210,12,23,24,25,39
107096,43211,4,12,13,15,37
107097,43213,4,10,16,36,38
107098,43214,3,5,11,18,19
107099,43215,4,7,10,15,26
107100,43216,3,4,6,36,39
107101,43217,10,17,29,31,37
107102,43218,1,5,13,22,28
107103,43220,1,15,21,26,32
107104,43221,2,15,35,36,38
107105,43222,5,19,27,35,38
107106,43223,12,19,25,28,33
107107,43224,2,3,4,24,39
107108,43225,8,15,20,21,35
107109,43227,2,7,16,18,37
107110,43228,11,26,32,34,39
107111,43229,2,14,19,20,29
107112,43230,3,16,19,20,25
107113,43231,4,22,25,31,32
107114,43232,13,26,33,34,38
107115,43234,12,20,23,33,39
107116,43235,4,6,18,24,31
107117,43236,15,17,27,28,30
107118,43237,5,15,24,28,35
107119,43238,9,12,16,29,35
107120,43239,17,24,25,34,36
107121,43241,20,21,23,29,30
107122,43242,5,8,18,29,31
107123,43243,8,14,24,30,35
107124,43244,3,8,16,19,21
107125,43245,3,4,13,23,30
107126,43246,5,16,23,24,33
107127,43248,3,5,7,16,37
107128,43249,15,20,25,27,30
107129,43250,5,16,25,29,34
107130,43251,15,19,24,25,39
107131,43252,11,16,21,34,38
107132,43253,9,10,24,34,38
107133,43255,6,18,23,31,37
107134,43256,2,10,15,23,24
107135,43257,4,15,22,30,34
107136,43258,2,5,11,14,22
107137,43259,20,22,26,31,36
107138,43260,5,16,18,30,33
107139,43262,1,10,20,36,37
107140,43263,18,21,23,31,36
107141,43264,2,5,19,22,26
107142,43265,1,14,17,27,29
107143,43266,9,10,16,27,37
107144,43267,19,20,26,31,34
107145,43269,4,8,16,33,36
107146,43270,4,10,12,28,30
107147,43271,1,16,28,31,33
107148,43272,10,13,24,26,37
107149,43273,9,13,14,17,20
107150,43274,6,19,20,29,37
107151,43276,6,22,30,37,38
107152,43277,3,4,19,25,30
107153,43278,8,16,17,21,37
107154,43279,12,17,24,25,37
107155,43280,5,7,25,34,36
107156,43281,12,33,36,38,39
107157,43283,11,16,21,24,34
107158,43284,9,16,19,20,37
107159,43285,19,21,22,23,34
107160,43286,8,14,18,27,33
107161,43287,13,16,17,20,25
107162,43288,6,11,12,29,34
107163,43290,15,17,18,22,23
107164,43291,4,7,9,10,20
107165,43292,4,10,12,14,20
107166,43293,2,12,29,35,38
107167,43294,12,16,19,24,32
107168,43295,11,17,28,33,37
107169,43297,9,13,30,32,34
107170,43298,20,22,27,31,32
107171,43299,5,8,15,19,23
107172,43300,15,22,26,32,33
107173,43301,5,8,12,26,31
107174,43302,2,3,8,18,34
107175,43304,1,7,18,33,34
107176,43305,2,3,23,25,35
107177,43306,8,11,12,24,30
107178,43307,1,5,16,28,38
107179,43308,7,15,26,33,39
107180,43309,10,12,23,28,37
107181,43311,4,14,18,27,28
107182,43312,5,18,21,35,37
107183,43313,5,17,18,26,29
107184,43314,18,26,29,36,37
107185,43315,5,7,9,15,37
107186,43316,1,31,32,35,38
107187,43318,13,14,16,34,37
107188,43319,2,12,23,28,31
107189,43320,2,10,23,27,33
107190,43321,9,10,17,21,23
107191,43322,6,7,8,19,27
107192,43323,11,14,22,24,34
107193,43325,5,12,25,28,32
107194,43326,13,17,23,26,37
107195,43327,7,14,16,17,39
107196,43328,3,8,9,22,23
107197,43329,3,7,13,21,22
107198,43330,14,16,20,22,26
107199,43332,3,10,15,22,28
107200,43333,9,14,20,34,38
107201,43334,1,12,31,32,36
107202,43335,4,8,11,36,38
107203,43336,15,17,21,27,29
107204,43337,12,13,15,29,36
107205,43339,6,15,21,26,29
107206,43340,3,11,26,33,36
107207,43341,5,15,16,34,38
107208,43342,1,13,21,24,36
107209,43343,2,4,6,14,18
107210,43344,4,10,20,26,34
107211,43346,8,28,33,35,36
107212,43347,7,13,17,28,38
107213,43348,1,5,31,37,39
107214,43349,2,10,11,25,37
107215,43350,19,23,27,31,32
107216,43351,2,19,21,25,31
107217,43353,2,21,24,25,37
107218,43354,13,20,28,29,37
107219,43355,4,15,28,33,38
107220,43356,1,9,21,25,35
107221,43357,2,3,12,20,39
107222,43358,5,20,22,24,27
107223,43360,8,11,22,23,26
107224,43361,7,9,15,24,25
107225,43362,1,4,24,26,32
107226,43363,14,24,28,31,39
107227,43364,1,2,12,27,34
107228,43365,4,9,25,31,34
107229,43367,9,21,22,28,38
107230,43368,5,7,20,38,39
107231,43369,2,26,32,34,38
107232,43370,14,16,19,23,27
107233,43371,11,19,21,24,25
107234,43372,9,12,25,28,37
107235,43374,4,11,23,25,36
107236,43375,9,21,27,33,34
107237,43376,3,15,26,30,38
107238,43377,14,17,23,28,30
107239,43378,15,18,20,28,29
107240,43379,1,7,8,13,28
107241,43381,7,25,29,32,36
107242,43382,4,9,14,15,21
107243,43383,2,9,14,22,37
107244,43384,14,16,27,32,35
107245,43385,24,25,26,35,38
107246,43386,11,16,22,27,36
107247,43388,19,28,34,38,39
107248,43389,1,5,19,29,39
107249,43390,1,23,30,37,39
107250,43391,1,5,7,13,34
107251,43392,2,6,14,25,26
107252,43393,6,18,30,36,37
107253,43395,8,17,21,24,28
107254,43396,1,3,18,22,35
107255,43397,6,29,31,32,39
107256,43398,8,15,19,27,36
107257,43399,7,21,22,36,38
