´Á¦¸,¶}¼ú¤é´Á,¤Ñ¤z,¦a¤ä,¸`®ð,²y1,²y2,²y3,²y4,²y5,²y6
100033,2011/4/26,,,,20,37,39,40,41,45
100034,2011/4/29,,,,1,7,16,17,22,23
100035,2011/5/3,,,,10,15,18,24,28,43
100036,2011/5/6,,,,6,22,23,24,36,44
100037,2011/5/10,,,,5,12,25,35,38,42
100038,2011/5/13,,,,16,19,21,29,36,42
100039,2011/5/17,,,,1,3,11,15,26,48
100040,2011/5/20,,,,2,33,34,42,44,47
100041,2011/5/24,,,,1,16,19,24,25,26
100042,2011/5/27,,,,5,10,24,32,43,48
100043,2011/5/31,,,,5,9,15,32,38,43
100044,2011/6/3,,,,8,12,13,15,35,46
100045,2011/6/7,,,,3,8,22,27,31,39
100046,2011/6/10,,,,6,10,19,29,37,41
100047,2011/6/14,,,,5,17,21,31,33,48
100048,2011/6/17,,,,1,2,19,31,47,48
100049,2011/6/21,,,,1,10,13,40,42,46
100050,2011/6/24,,,,11,19,21,27,38,39
100051,2011/6/28,,,,11,13,15,23,27,33
100052,2011/7/1,,,,9,23,25,31,44,49
100053,2011/7/5,,,,1,2,15,18,28,32
100054,2011/7/8,,,,16,18,35,37,43,47
100055,2011/7/12,,,,8,24,31,35,37,41
100056,2011/7/15,,,,17,23,27,30,43,49
100057,2011/7/19,,,,2,17,20,37,47,49
100058,2011/7/22,,,,4,5,6,8,22,38
100059,2011/7/26,,,,2,8,13,29,35,36
100060,2011/7/29,,,,6,19,28,37,38,46
100061,2011/8/2,,,,17,24,27,28,42,45
100062,2011/8/5,,,,3,20,24,25,28,49
100063,2011/8/9,,,,25,27,33,38,40,49
100064,2011/8/12,,,,2,12,14,22,40,45
100065,2011/8/16,,,,26,30,37,38,42,43
100066,2011/8/19,,,,13,18,30,32,41,48
100067,2011/8/23,,,,5,23,29,32,36,42
100068,2011/8/26,,,,10,31,32,33,43,45
100069,2011/8/30,,,,10,12,26,36,37,48
100070,2011/9/2,,,,2,5,22,24,30,35
100071,2011/9/6,,,,2,9,23,29,38,41
100072,2011/9/9,,,,1,8,12,15,36,47
100073,2011/9/13,,,,2,8,11,38,41,48
100074,2011/9/16,,,,15,23,28,30,36,48
100075,2011/9/20,,,,2,25,27,28,34,37
100076,2011/9/23,,,,14,16,23,27,28,44
100077,2011/9/27,,,,3,9,23,26,31,42
100078,2011/9/30,,,,10,11,24,34,44,48
100079,2011/10/4,,,,2,8,15,26,29,49
100080,2011/10/7,,,,1,6,13,16,30,33
100081,2011/10/11,,,,2,6,18,33,34,43
100082,2011/10/14,,,,7,8,21,23,26,39
100083,2011/10/18,,,,4,8,19,32,44,46
100084,2011/10/21,,,,20,33,34,35,41,43
100085,2011/10/25,,,,2,5,24,28,33,44
100086,2011/10/28,,,,5,15,24,27,33,36
100087,2011/11/1,,,,4,7,13,14,21,29
100088,2011/11/4,,,,2,7,8,14,21,38
100089,2011/11/8,,,,2,11,22,35,39,40
100090,2011/11/11,,,,4,19,20,29,32,36
100091,2011/11/15,,,,12,19,21,35,42,46
100092,2011/11/18,,,,10,11,12,15,16,45
100093,2011/11/22,,,,16,21,37,40,41,46
100094,2011/11/25,,,,8,10,27,30,36,43
100095,2011/11/29,,,,1,7,11,14,35,36
100096,2011/12/2,,,,23,27,31,37,39,45
100097,2011/12/6,,,,3,13,14,18,22,38
100098,2011/12/9,,,,10,37,38,39,40,45
100099,2011/12/13,,,,2,23,30,36,44,48
100100,2011/12/16,,,,10,31,35,36,41,44
100101,2011/12/20,,,,5,7,9,26,27,34
100102,2011/12/23,,,,6,17,27,31,40,48
100103,2011/12/27,,,,1,8,23,24,30,32
100104,2011/12/30,,,,12,13,15,28,30,37
101001,2012/1/3,,,,9,19,26,34,38,40
101002,2012/1/6,,,,10,14,23,35,41,46
101003,2012/1/10,,,,3,21,23,27,45,47
101004,2012/1/13,,,,22,36,42,43,46,48
101005,2012/1/17,,,,4,10,22,35,42,46
101006,2012/1/20,,,,10,12,22,30,39,44
101007,2012/1/24,,,,8,21,29,38,44,45
101008,2012/1/27,,,,3,20,21,22,34,40
101009,2012/1/31,,,,1,11,14,15,19,33
101010,2012/2/3,,,,5,8,20,32,34,35
101011,2012/2/7,,,,7,22,27,33,39,41
101012,2012/2/10,,,,5,16,19,29,41,43
101013,2012/2/14,,,,2,11,19,21,33,45
101014,2012/2/17,,,,14,15,26,30,38,44
101015,2012/2/21,,,,2,21,32,39,42,46
101016,2012/2/24,,,,2,6,13,15,17,43
101017,2012/2/28,,,,2,30,32,36,43,47
101018,2012/3/2,,,,2,6,15,21,31,45
101019,2012/3/6,,,,2,5,17,20,25,48
101020,2012/3/9,,,,10,21,41,44,45,48
101021,2012/3/13,,,,6,24,46,47,48,49
101022,2012/3/16,,,,26,27,28,30,31,43
101023,2012/3/20,,,,4,5,7,13,26,46
101024,2012/3/23,,,,22,31,36,37,43,44
101025,2012/3/27,,,,16,18,23,27,28,29
101026,2012/3/30,,,,1,20,21,28,36,38
101027,2012/4/3,,,,8,22,23,39,44,47
101028,2012/4/6,,,,4,5,14,36,37,40
101029,2012/4/10,,,,6,19,27,31,33,42
101030,2012/4/13,,,,1,4,9,20,25,35
101031,2012/4/17,,,,19,23,25,26,31,43
101032,2012/4/20,,,,2,3,25,44,45,48
101033,2012/4/24,,,,9,14,19,21,39,47
101034,2012/4/27,,,,13,22,24,35,40,45
101035,2012/5/1,,,,5,7,21,22,31,43
101036,2012/5/4,,,,4,11,17,23,31,39
101037,2012/5/8,,,,6,23,24,25,29,30
101038,2012/5/11,,,,10,22,29,30,33,37
101039,2012/5/15,,,,1,30,35,44,47,49
101040,2012/5/18,,,,13,23,25,31,39,46
101041,2012/5/22,,,,1,8,13,18,28,49
101042,2012/5/25,,,,1,17,22,26,33,40
101043,2012/5/29,,,,5,22,38,43,46,49
101044,2012/6/1,,,,4,18,31,34,39,44
101045,2012/6/5,,,,11,13,16,35,40,49
101046,2012/6/8,,,,1,9,24,45,46,49
101047,2012/6/12,,,,3,21,29,33,35,40
101048,2012/6/15,,,,9,15,23,38,47,49
101049,2012/6/19,,,,1,5,17,19,26,46
101050,2012/6/22,,,,6,24,28,36,38,44
101051,2012/6/26,,,,1,6,7,12,16,41
101052,2012/6/29,,,,9,11,30,36,39,45
101053,2012/7/3,,,,11,18,21,34,41,49
101054,2012/7/6,,,,4,11,18,19,27,31
101055,2012/7/10,,,,3,16,26,28,31,41
101056,2012/7/13,,,,8,15,28,35,41,46
101057,2012/7/17,,,,17,19,22,25,30,37
101058,2012/7/20,,,,11,14,22,34,41,44
101059,2012/7/24,,,,5,11,21,24,37,39
101060,2012/7/27,,,,5,7,9,22,27,34
101061,2012/7/31,,,,1,24,28,33,43,44
101062,2012/8/3,,,,13,14,18,27,29,44
101063,2012/8/7,,,,12,23,28,29,43,47
101064,2012/8/10,,,,1,3,14,24,26,45
101065,2012/8/14,,,,2,19,27,31,38,49
101066,2012/8/17,,,,7,38,39,43,47,48
101067,2012/8/21,,,,6,29,40,44,46,47
101068,2012/8/24,,,,7,34,35,42,43,47
101069,2012/8/28,,,,1,3,6,30,38,41
101070,2012/8/31,,,,18,28,31,34,36,45
101071,2012/9/4,,,,10,21,32,36,40,48
101072,2012/9/7,,,,7,17,19,24,30,44
101073,2012/9/11,,,,3,4,21,30,31,48
101074,2012/9/14,,,,20,31,32,33,37,38
101075,2012/9/18,,,,12,13,18,39,44,48
101076,2012/9/21,,,,22,29,30,36,37,42
101077,2012/9/25,,,,18,19,34,35,45,49
101078,2012/9/28,,,,4,6,22,41,42,47
101079,2012/10/2,,,,1,3,7,9,28,40
101080,2012/10/5,,,,9,17,18,33,44,47
101081,2012/10/9,,,,8,15,18,30,31,41
101082,2012/10/12,,,,5,11,12,30,43,48
101083,2012/10/16,,,,2,3,28,35,44,45
101084,2012/10/19,,,,13,25,27,39,45,49
101085,2012/10/23,,,,2,7,19,20,25,46
101086,2012/10/26,,,,1,17,20,28,32,41
101087,2012/10/30,,,,10,14,20,25,36,46
101088,2012/11/2,,,,4,18,24,36,37,38
101089,2012/11/6,,,,8,13,41,42,47,48
101090,2012/11/9,,,,9,25,31,37,38,45
101091,2012/11/13,,,,2,11,14,22,25,31
101092,2012/11/16,,,,17,18,32,33,41,42
101093,2012/11/20,,,,6,20,23,24,27,34
101094,2012/11/23,,,,2,3,4,14,18,46
101095,2012/11/27,,,,5,9,13,18,19,31
101096,2012/11/30,,,,5,18,26,31,37,43
101097,2012/12/4,,,,2,23,29,30,41,43
101098,2012/12/7,,,,8,11,13,19,23,28
101099,2012/12/11,,,,5,12,14,22,38,44
101100,2012/12/14,,,,8,11,17,21,28,49
101101,2012/12/18,,,,5,7,10,15,19,44
101102,2012/12/21,,,,13,17,22,25,31,48
101103,2012/12/25,,,,12,18,25,32,41,47
101104,2012/12/28,,,,5,14,18,28,37,42
102001,2013/1/1,,,,3,4,22,32,33,49
102002,2013/1/4,,,,1,7,24,31,35,47
102003,2013/1/8,,,,5,6,14,19,27,33
102004,2013/1/11,,,,1,10,24,33,44,48
102005,2013/1/15,,,,2,8,32,34,44,46
102006,2013/1/18,,,,22,27,30,33,37,46
102007,2013/1/22,,,,2,14,23,25,31,47
102008,2013/1/25,,,,2,4,11,18,48,49
102009,2013/1/29,,,,3,7,31,32,34,43
102010,2013/2/1,,,,1,26,28,37,39,46
102011,2013/2/5,,,,8,15,19,25,30,38
102012,2013/2/8,,,,4,11,22,26,38,47
102013,2013/2/9,,,,5,11,17,22,30,34
102014,2013/2/10,,,,9,10,12,21,31,35
102015,2013/2/11,,,,6,16,40,45,46,48
102016,2013/2/12,,,,3,13,19,24,27,38
102017,2013/2/15,,,,2,8,17,30,34,40
102018,2013/2/19,,,,7,23,24,28,32,40
102019,2013/2/22,,,,7,9,17,25,28,35
102020,2013/2/26,,,,8,15,21,30,36,39
102021,2013/3/1,,,,1,26,34,35,36,37
102022,2013/3/5,,,,5,24,30,35,36,38
102023,2013/3/8,,,,12,13,16,29,44,45
102024,2013/3/12,,,,16,20,35,46,47,49
102025,2013/3/15,,,,5,13,23,37,43,44
102026,2013/3/19,,,,1,12,25,37,39,40
102027,2013/3/22,,,,5,7,13,23,24,30
102028,2013/3/26,,,,1,9,20,28,39,42
102029,2013/3/29,,,,2,3,8,15,24,46
102030,2013/4/2,,,,11,15,20,23,26,35
102031,2013/4/5,,,,4,7,13,17,21,35
102032,2013/4/9,,,,7,16,35,45,47,48
102033,2013/4/12,,,,1,3,18,22,29,32
102034,2013/4/16,,,,6,18,40,43,45,48
102035,2013/4/19,,,,3,36,37,40,42,48
102036,2013/4/23,,,,12,15,29,31,36,45
102037,2013/4/26,,,,15,17,19,30,40,47
102038,2013/4/30,,,,10,30,32,37,46,47
102039,2013/5/3,,,,1,4,8,22,32,45
102040,2013/5/7,,,,9,11,14,25,33,35
102041,2013/5/10,,,,2,17,25,32,39,43
102042,2013/5/14,,,,1,6,7,27,30,39
102043,2013/5/17,,,,5,10,16,22,23,24
102044,2013/5/21,,,,24,29,35,39,42,49
102045,2013/5/24,,,,10,27,28,31,37,41
102046,2013/5/28,,,,7,10,16,17,30,43
102047,2013/5/31,,,,3,6,10,33,39,44
102048,2013/6/4,,,,14,19,34,43,46,47
102049,2013/6/7,,,,3,14,29,33,39,48
102050,2013/6/11,,,,16,20,34,42,46,49
102051,2013/6/14,,,,4,16,22,32,35,47
102052,2013/6/18,,,,4,11,25,36,41,43
102053,2013/6/21,,,,10,29,35,39,41,44
102054,2013/6/25,,,,7,18,26,28,34,38
102055,2013/6/28,,,,22,26,31,42,44,49
102056,2013/7/2,,,,1,5,18,21,40,44
102057,2013/7/5,,,,11,14,28,39,40,45
102058,2013/7/9,,,,19,24,28,29,41,43
102059,2013/7/12,,,,15,24,29,34,47,48
102060,2013/7/16,,,,10,13,16,29,31,37
102061,2013/7/19,,,,3,5,9,15,30,49
102062,2013/7/23,,,,4,17,24,27,35,49
102063,2013/7/26,,,,8,17,21,34,39,45
102064,2013/7/30,,,,6,15,16,22,43,45
102065,2013/8/2,,,,7,27,43,44,45,46
102066,2013/8/6,,,,1,4,17,27,32,48
102067,2013/8/9,,,,3,4,12,13,24,30
102068,2013/8/13,,,,12,14,16,34,37,48
102069,2013/8/16,,,,4,17,24,27,29,40
102070,2013/8/20,,,,5,7,16,28,31,49
102071,2013/8/23,,,,5,11,12,14,31,35
102072,2013/8/27,,,,5,8,11,14,15,36
102073,2013/8/30,,,,2,21,24,27,36,46
102074,2013/9/3,,,,11,13,22,29,39,48
102075,2013/9/6,,,,6,7,14,33,36,48
102076,2013/9/10,,,,1,10,14,34,42,47
102077,2013/9/13,,,,12,16,26,27,28,45
102078,2013/9/17,,,,1,8,17,19,40,46
102079,2013/9/20,,,,6,12,19,28,39,47
102080,2013/9/24,,,,7,9,15,23,34,35
102081,2013/9/27,,,,1,12,18,19,38,46
102082,2013/10/1,,,,1,4,14,17,23,46
102083,2013/10/4,,,,7,12,18,25,28,48
102084,2013/10/8,,,,4,6,7,11,26,31
102085,2013/10/11,,,,2,10,32,37,46,49
102086,2013/10/15,,,,8,13,16,20,22,28
102087,2013/10/18,,,,9,11,17,39,40,43
102088,2013/10/22,,,,7,8,16,23,32,39
102089,2013/10/25,,,,3,8,10,11,35,36
102090,2013/10/29,,,,1,4,21,30,39,42
102091,2013/11/1,,,,6,16,26,31,36,46
102092,2013/11/5,,,,3,12,27,29,37,46
102093,2013/11/8,,,,1,3,28,30,33,39
102094,2013/11/12,,,,3,12,22,23,29,46
102095,2013/11/15,,,,2,4,18,31,36,43
102096,2013/11/19,,,,15,16,33,35,36,46
102097,2013/11/22,,,,8,9,11,24,40,47
102098,2013/11/26,,,,1,10,11,15,20,21
102099,2013/11/29,,,,2,8,13,19,30,31
102100,2013/12/3,,,,8,10,17,38,44,49
102101,2013/12/6,,,,4,6,8,10,15,36
102102,2013/12/10,,,,6,11,27,34,42,49
102103,2013/12/13,,,,10,16,26,28,41,48
102104,2013/12/17,,,,1,4,9,14,22,28
102105,2013/12/20,,,,8,9,14,17,25,45
102106,2013/12/24,,,,9,21,24,33,36,43
102107,2013/12/27,,,,2,12,16,31,39,43
102108,2013/12/31,,,,5,27,29,36,40,42
103001,2014/1/3,,,,11,18,20,21,35,37
103002,2014/1/7,,,,1,7,21,25,35,36
103003,2014/1/10,,,,7,17,19,30,32,37
103004,2014/1/14,,,,2,11,21,41,45,49
103005,2014/1/17,,,,13,15,20,26,29,36
103006,2014/1/21,,,,12,15,22,38,43,44
103007,2014/1/24,,,,1,4,20,29,41,45
103008,2014/1/28,,,,1,2,5,7,26,30
103009,2014/1/30,,,,9,22,44,45,48,49
103010,2014/1/31,,,,17,23,27,38,48,49
103011,2014/2/1,,,,6,9,13,19,36,37
103012,2014/2/2,,,,3,13,14,19,24,45
103013,2014/2/3,,,,1,2,16,17,27,30
103014,2014/2/4,,,,8,12,19,32,42,46
103015,2014/2/7,,,,5,11,12,21,22,28
103016,2014/2/11,,,,6,15,21,22,31,44
103017,2014/2/14,,,,10,19,20,24,33,48
103018,2014/2/18,,,,6,19,20,26,32,47
103019,2014/2/21,,,,11,12,23,28,40,48
103020,2014/2/25,,,,3,5,9,12,13,46
103021,2014/2/28,,,,13,17,18,24,28,32
103022,2014/3/4,,,,8,26,35,37,40,43
103023,2014/3/7,,,,6,18,26,30,37,38
103024,2014/3/11,,,,13,15,16,20,40,43
103025,2014/3/14,,,,2,8,27,40,41,47
103026,2014/3/18,,,,12,26,28,35,39,40
103027,2014/3/21,,,,8,18,26,31,46,47
103028,2014/3/25,,,,19,23,25,30,42,47
103029,2014/3/28,,,,9,18,23,35,36,47
103030,2014/4/1,,,,18,22,29,30,46,47
103031,2014/4/4,,,,8,24,35,37,41,47
103032,2014/4/8,,,,1,14,17,27,28,45
103033,2014/4/11,,,,1,3,4,9,12,17
103034,2014/4/15,,,,5,8,24,26,35,44
103035,2014/4/18,,,,8,9,15,40,44,48
103036,2014/4/22,,,,11,12,15,18,20,37
103037,2014/4/25,,,,4,24,34,35,38,46
103038,2014/4/29,,,,2,9,27,30,44,46
103039,2014/5/2,,,,1,7,23,25,37,40
103040,2014/5/6,,,,10,25,35,39,40,46
103041,2014/5/9,,,,1,11,13,21,27,37
103042,2014/5/13,,,,15,20,29,31,32,44
103043,2014/5/16,,,,14,31,38,41,42,45
103044,2014/5/20,,,,6,13,30,33,34,35
103045,2014/5/23,,,,11,17,22,27,30,46
103046,2014/5/27,,,,10,19,23,26,32,39
103047,2014/5/30,,,,9,17,21,24,30,35
103048,2014/6/3,,,,16,31,32,33,35,44
103049,2014/6/6,,,,25,29,40,41,47,49
103050,2014/6/10,,,,3,11,28,32,33,35
103051,2014/6/13,,,,4,21,28,32,37,42
103052,2014/6/17,,,,3,6,18,20,25,48
103053,2014/6/20,,,,12,14,16,33,36,47
103054,2014/6/24,,,,1,8,12,14,40,41
103055,2014/6/27,,,,13,21,27,34,35,36
103056,2014/7/1,,,,6,7,8,9,21,48
103057,2014/7/4,,,,3,14,17,24,27,48
103058,2014/7/8,,,,10,22,25,33,39,47
103059,2014/7/11,,,,1,7,14,15,18,30
103060,2014/7/15,,,,7,18,23,32,34,48
103061,2014/7/18,,,,1,2,15,19,21,30
103062,2014/7/22,,,,3,9,13,17,28,42
103063,2014/7/25,,,,5,21,30,32,35,45
103064,2014/7/29,,,,31,32,34,36,44,47
103065,2014/8/1,,,,5,8,21,23,32,45
103066,2014/8/5,,,,4,11,26,33,40,42
103067,2014/8/8,,,,26,31,32,38,42,45
103068,2014/8/12,,,,4,6,10,12,34,45
103069,2014/8/15,,,,18,23,29,46,47,48
103070,2014/8/19,,,,6,7,9,12,14,19
103071,2014/8/22,,,,8,16,23,30,31,43
103072,2014/8/26,,,,1,17,19,23,32,43
103073,2014/8/29,,,,9,10,21,23,38,39
103074,2014/9/2,,,,7,8,36,39,42,43
103075,2014/9/5,,,,10,16,25,27,32,36
103076,2014/9/9,,,,21,23,29,41,42,49
103077,2014/9/12,,,,2,23,27,31,36,49
103078,2014/9/16,,,,7,12,16,18,19,41
103079,2014/9/19,,,,2,6,17,29,32,39
103080,2014/9/23,,,,2,11,20,28,32,38
103081,2014/9/26,,,,8,15,19,22,29,37
103082,2014/9/30,,,,18,35,36,41,47,49
103083,2014/10/3,,,,10,14,19,24,35,37
103084,2014/10/7,,,,17,18,40,41,45,47
103085,2014/10/10,,,,1,11,19,24,26,28
103086,2014/10/14,,,,9,10,14,20,36,47
103087,2014/10/17,,,,2,11,20,32,33,36
103088,2014/10/21,,,,14,28,31,38,42,44
103089,2014/10/24,,,,1,17,20,36,37,45
103090,2014/10/28,,,,5,16,25,32,37,44
103091,2014/10/31,,,,2,8,10,14,27,49
103092,2014/11/4,,,,3,20,30,35,38,41
103093,2014/11/7,,,,11,19,25,27,40,49
103094,2014/11/11,,,,5,11,18,23,36,43
103095,2014/11/14,,,,15,16,29,34,41,44
103096,2014/11/18,,,,11,12,20,26,28,43
103097,2014/11/21,,,,2,3,22,26,32,34
103098,2014/11/25,,,,1,15,16,32,44,48
103099,2014/11/28,,,,1,10,21,35,40,44
103100,2014/12/2,,,,9,11,13,23,26,42
103101,2014/12/5,,,,11,18,30,34,37,47
103102,2014/12/9,,,,7,9,23,33,41,43
103103,2014/12/12,,,,7,8,24,29,32,48
103104,2014/12/16,,,,17,28,32,34,35,45
103105,2014/12/19,,,,1,9,24,32,41,49
103106,2014/12/23,,,,3,27,30,31,32,39
103107,2014/12/26,,,,9,27,32,42,45,49
103108,2014/12/30,,,,7,30,32,44,48,49
104001,2015/1/2,,,,13,22,23,29,31,48
104002,2015/1/6,,,,11,16,29,30,37,43
104003,2015/1/9,,,,7,8,18,21,23,24
104004,2015/1/13,,,,2,14,16,22,37,46
104005,2015/1/16,,,,2,17,28,32,38,46
104006,2015/1/20,,,,9,24,28,35,45,47
104007,2015/1/23,,,,8,16,20,38,39,42
104008,2015/1/27,,,,4,9,15,21,27,45
104009,2015/1/30,,,,3,14,24,35,39,44
104010,2015/2/3,,,,5,13,15,16,18,30
104011,2015/2/6,,,,5,11,29,36,42,46
104012,2015/2/10,,,,14,15,26,29,35,44
104013,2015/2/13,,,,1,9,15,25,29,35
104014,2015/2/17,,,,3,11,15,23,40,46
104015,2015/2/18,,,,3,6,15,16,27,31
104016,2015/2/19,,,,7,25,27,31,40,49
104017,2015/2/20,,,,5,9,10,28,29,45
104018,2015/2/21,,,,2,5,11,17,27,40
104019,2015/2/22,,,,3,6,12,34,37,43
104020,2015/2/23,,,,14,20,21,32,38,43
104021,2015/2/24,,,,3,28,39,41,46,48
104022,2015/2/27,,,,2,6,27,34,38,43
104023,2015/3/3,,,,4,6,11,41,43,46
104024,2015/3/6,,,,6,21,22,35,37,44
104025,2015/3/10,,,,3,11,25,34,46,47
104026,2015/3/13,,,,6,9,14,16,22,33
104027,2015/3/17,,,,5,32,36,40,42,49
104028,2015/3/20,,,,4,7,9,13,29,46
104029,2015/3/24,,,,3,4,6,9,17,24
104030,2015/3/27,,,,12,13,15,18,24,36
104031,2015/3/31,,,,2,4,13,25,32,43
104032,2015/4/3,,,,13,32,36,40,42,43
104033,2015/4/7,,,,11,17,19,33,45,47
104034,2015/4/10,,,,10,11,17,20,42,44
104035,2015/4/14,,,,1,22,23,38,48,49
104036,2015/4/17,,,,26,32,33,36,45,47
104037,2015/4/21,,,,1,3,11,22,29,33
104038,2015/4/24,,,,13,25,31,35,41,46
104039,2015/4/28,,,,3,5,12,26,36,44
104040,2015/5/1,,,,8,15,25,29,47,49
104041,2015/5/5,,,,8,28,41,42,44,49
104042,2015/5/8,,,,2,10,15,28,44,49
104043,2015/5/12,,,,1,13,23,29,31,33
104044,2015/5/15,,,,3,6,18,27,29,32
104045,2015/5/19,,,,15,16,29,39,42,46
104046,2015/5/22,,,,3,21,23,28,37,43
104047,2015/5/26,,,,2,10,11,20,26,45
104048,2015/5/29,,,,2,5,11,28,32,34
104049,2015/6/2,,,,1,7,19,20,46,47
104050,2015/6/5,,,,8,21,32,35,41,48
104051,2015/6/9,,,,3,20,27,34,37,44
104052,2015/6/12,,,,8,19,22,24,26,28
104053,2015/6/16,,,,3,4,25,35,41,45
104054,2015/6/19,,,,3,5,11,18,25,38
104055,2015/6/23,,,,2,13,33,35,43,45
104056,2015/6/26,,,,5,6,12,28,29,41
104057,2015/6/30,,,,18,19,32,35,46,48
104058,2015/7/3,,,,21,23,28,29,41,46
104059,2015/7/7,,,,1,14,27,33,42,46
104060,2015/7/10,,,,5,6,13,26,29,47
104061,2015/7/14,,,,10,12,14,19,30,45
104062,2015/7/17,,,,4,7,20,27,33,40
104063,2015/7/21,,,,8,9,16,39,40,44
104064,2015/7/24,,,,10,12,25,33,39,42
104065,2015/7/28,,,,6,15,27,32,44,49
104066,2015/7/31,,,,13,16,18,30,32,40
104067,2015/8/4,,,,3,12,17,19,38,48
104068,2015/8/7,,,,25,26,27,28,36,37
104069,2015/8/11,,,,1,2,35,43,45,46
104070,2015/8/14,,,,5,13,14,23,24,42
104071,2015/8/18,,,,8,20,29,30,42,49
104072,2015/8/21,,,,10,15,20,21,27,36
104073,2015/8/25,,,,13,15,22,26,45,47
104074,2015/8/28,,,,8,11,12,15,40,46
104075,2015/9/1,,,,9,18,19,20,40,48
104076,2015/9/4,,,,19,20,44,46,47,49
104077,2015/9/8,,,,8,28,31,32,36,43
104078,2015/9/11,,,,5,10,18,29,41,44
104079,2015/9/15,,,,2,13,30,31,34,44
104080,2015/9/18,,,,6,16,17,36,37,41
104081,2015/9/22,,,,6,10,39,44,46,47
104082,2015/9/25,,,,9,13,21,25,38,39
104083,2015/9/29,,,,1,3,25,31,35,44
104084,2015/10/2,,,,11,15,36,41,44,45
104085,2015/10/6,,,,3,8,10,28,38,47
104086,2015/10/9,,,,2,8,22,27,35,43
104087,2015/10/13,,,,24,29,31,32,44,49
104088,2015/10/16,,,,20,25,29,31,40,44
104089,2015/10/20,,,,12,17,32,37,38,39
104090,2015/10/23,,,,1,16,41,43,46,47
104091,2015/10/27,,,,7,8,10,17,34,36
104092,2015/10/30,,,,3,6,8,15,20,30
104093,2015/11/3,,,,8,16,22,28,45,48
104094,2015/11/6,,,,8,24,27,30,45,49
104095,2015/11/10,,,,7,10,11,27,28,45
104096,2015/11/13,,,,1,11,16,18,31,33
104097,2015/11/17,,,,2,7,26,31,44,47
104098,2015/11/20,,,,4,9,10,39,40,42
104099,2015/11/24,,,,1,9,13,28,29,48
104100,2015/11/27,,,,4,5,23,25,40,41
104101,2015/12/1,,,,6,13,15,19,37,41
104102,2015/12/4,,,,16,21,34,37,41,47
104103,2015/12/8,,,,8,15,32,36,40,43
104104,2015/12/11,,,,1,4,25,29,42,43
104105,2015/12/15,,,,4,11,18,22,23,31
104106,2015/12/18,,,,5,6,11,15,18,25
104107,2015/12/22,,,,8,12,13,29,37,49
104108,2015/12/25,,,,3,7,11,12,16,30
104109,2015/12/29,,,,1,8,13,30,32,42
105001,2016/1/1,,,,16,19,24,29,41,43
105002,2016/1/5,,,,1,3,7,15,25,33
105003,2016/1/8,,,,3,10,13,28,44,48
105004,2016/1/12,,,,5,15,18,39,40,44
105005,2016/1/15,,,,6,11,16,17,27,42
105006,2016/1/19,,,,4,9,14,23,44,46
105007,2016/1/22,,,,10,15,17,20,43,46
105008,2016/1/26,,,,11,13,17,35,39,46
105009,2016/1/29,,,,16,35,38,44,45,48
105010,2016/2/2,,,,15,21,23,26,43,48
105011,2016/2/5,,,,4,5,26,30,38,41
105012,2016/2/7,,,,4,11,21,25,35,37
105013,2016/2/8,,,,8,12,13,16,27,32
105014,2016/2/9,,,,9,24,25,31,37,45
105015,2016/2/10,,,,18,19,22,32,44,47
105016,2016/2/11,,,,3,13,29,30,34,48
105017,2016/2/12,,,,6,10,11,22,32,45
105018,2016/2/13,,,,4,6,18,29,35,48
105019,2016/2/14,,,,1,3,16,20,21,26
105020,2016/2/16,,,,11,23,29,33,34,40
105021,2016/2/19,,,,11,20,23,30,39,44
105022,2016/2/23,,,,10,14,19,20,43,45
105023,2016/2/26,,,,3,9,17,21,41,46
105024,2016/3/1,,,,7,14,17,22,23,34
105025,2016/3/4,,,,5,7,12,17,22,29
105026,2016/3/8,,,,3,27,30,35,39,41
105027,2016/3/11,,,,9,16,30,34,36,49
105028,2016/3/15,,,,6,14,30,42,47,48
105029,2016/3/18,,,,1,3,4,18,25,47
105030,2016/3/22,,,,7,11,16,20,30,33
105031,2016/3/25,,,,7,11,22,37,40,41
105032,2016/3/29,,,,1,17,18,34,46,47
105033,2016/4/1,,,,8,12,16,29,37,39
105034,2016/4/5,,,,14,23,26,32,38,43
105035,2016/4/8,,,,2,7,13,30,36,45
105036,2016/4/12,,,,11,14,19,39,45,49
105037,2016/4/15,,,,9,13,17,28,45,47
105038,2016/4/19,,,,12,21,39,41,46,47
105039,2016/4/22,,,,12,19,23,33,46,48
105040,2016/4/26,,,,6,12,21,25,34,43
105041,2016/4/29,,,,8,14,27,31,36,40
105042,2016/5/3,,,,1,7,17,40,41,43
105043,2016/5/6,,,,1,26,37,39,42,48
105044,2016/5/10,,,,3,4,8,22,36,38
105045,2016/5/13,,,,3,10,22,31,35,38
105046,2016/5/17,,,,2,3,20,23,34,42
105047,2016/5/20,,,,5,10,25,30,40,43
105048,2016/5/24,,,,6,8,13,21,33,39
105049,2016/5/27,,,,2,9,13,16,24,39
105050,2016/5/31,,,,1,2,5,32,45,46
105051,2016/6/3,,,,3,10,27,33,41,44
105052,2016/6/7,,,,5,8,23,31,39,44
105053,2016/6/10,,,,4,13,15,22,23,48
105054,2016/6/14,,,,12,13,16,33,35,37
105055,2016/6/17,,,,7,10,17,20,21,31
105056,2016/6/21,,,,2,27,34,35,36,49
